Metro,Degree,Eigenvector,Closeness,Betweenness,Harmonic
"Lubbock, TX Metro Area",0.6070528967254408,0.03909359912372475,1749.4614636911754,0.0,953855.0246453536
"Lynchburg, VA Metro Area",0.6523929471032746,0.010666868469542252,1100.3021613863214,0.0,468889.3714319738
"McAllen-Edinburg-Mission, TX Metro Area",0.6020151133501259,0.022718717954070322,1552.3566450877502,0.0,770125.6732778724
"Memphis, TN-MS-AR Metro Area",1.2015113350125943,0.054563769543807275,2056.471345520483,0.0,1148365.138560086
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1.579345088161209,0.10135598181665305,2209.298016519209,0.010425412818359922,1194130.6490279369
"Midland, TX Metro Area",0.4030226700251889,0.01455386109294074,1188.3930243406487,0.0,567874.8871443596
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1.486146095717884,0.11920557883879748,2356.634379023785,0.014903442485306466,1433538.2095754456
"Monroe, LA Metro Area",0.3375314861460957,0.011110803117280244,1375.2925149600628,0.0,562630.3673827093
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",1.7884130982367759,0.15081235504705298,2479.60754523669,0.08876548863954406,1386139.723415973
"Ocala, FL Metro Area",0.6876574307304786,0.017298177046633063,1249.3676518657223,0.0,617163.4427153481
"Odessa, TX Metro Area",0.30226700251889166,0.012327235087500088,1288.034697198425,0.0,561838.2546977029
"Oklahoma City, OK Metro Area",1.2292191435768263,0.09176039200824068,2236.5016160495147,0.0,1340852.619169919
"Omaha-Council Bluffs, NE-IA Metro Area",1.1133501259445844,0.04091259443456312,1934.5041724720827,0.0,1033225.0666269151
"Orlando-Kissimmee-Sanford, FL Metro Area",1.4609571788413098,0.07147677116391492,1916.4698665846915,0.019979390886191894,1014017.9708352663
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",0.8664987405541561,0.0237965754581988,1832.4087658087255,0.0,874094.7321878939
"Palm Bay-Melbourne-Titusville, FL Metro Area",0.9949622166246851,0.023963656721327855,1253.0536187097664,0.0,699026.6072789609
"Panama City, FL Metro Area",0.7002518891687657,0.013106735239206593,1423.3843895878822,0.0,579974.7398612491
"Pensacola-Ferry Pass-Brent, FL Metro Area",1.1612090680100755,0.03269416121461006,1630.0549156902798,0.0,882157.8869268055
"Phoenix-Mesa-Scottsdale, AZ Metro Area",1.707808564231738,0.16276239189736263,2295.8829845659247,0.022332900796376867,1452601.6912323528
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1.3702770780856424,0.08760438103746876,2179.3254088582376,0.019826730783909625,1234475.253162578
"Prescott, AZ Metro Area",0.6020151133501259,0.01691245101584115,1262.6946942037096,0.0,689110.1912937504
"Providence-Warwick, RI-MA Metro Area",1.0453400503778336,0.02847235831350908,1850.4243179870493,0.0,904050.1567249052
"Raleigh, NC Metro Area",1.1083123425692696,0.06389346163549933,2048.1480977977335,0.0,1159067.6436433177
"Redding, CA Metro Area",0.49874055415617125,0.017136140826215906,1375.4830739022498,0.0,714414.3033798664
"Reno, NV Metro Area",0.8161209068010076,0.029620950134791924,1740.326288083719,0.0,867476.8545213599
"Riverside-San Bernardino-Ontario, CA Metro Area",1.5012594458438286,0.1503958677983894,2202.53316906664,0.004897844948222783,1232347.3624188714
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",1.2040302267002518,0.06600044110231706,2073.4133969126683,0.004885123273032593,1074388.1122789367
"St. Louis, MO-IL Metro Area",1.4130982367758187,0.0848040365120033,2302.9834785262237,0.0,1283447.0046987236
"Salt Lake City, UT Metro Area",1.0831234256926952,0.0438264500292152,1946.4960603222946,0.00253161336284762,994573.4741145443
"San Angelo, TX Metro Area",0.544080604534005,0.016044335070194128,974.9313694980644,0.0,651867.3623656464
"San Antonio-New Braunfels, TX Metro Area",1.4785894206549117,0.0981412156266885,2127.1430840908456,0.0,1236688.5270016466
"San Diego-Carlsbad, CA Metro Area",1.5743073047858942,0.08953667728752886,2083.7083020065547,0.0025125308500623363,1001352.6203612958
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",0.544080604534005,0.012477285704125277,927.1942398010424,0.0,576724.2146012227
"Santa Cruz-Watsonville, CA Metro Area",0.49622166246851385,0.009124953582246973,1067.9482966342034,0.0,502504.90385199024
"Seattle-Tacoma-Bellevue, WA Metro Area",1.591939546599496,0.12776885043522473,2334.6087249385873,0.017415973335368803,1356478.2792393537
"Sherman-Denison, TX Metro Area",0.3047858942065491,0.014477003554548847,1204.079959461996,0.0,574990.8425520699
"Shreveport-Bossier City, LA Metro Area",0.6826196473551637,0.022154928119786747,1638.4283805056552,0.0,796435.7789722353
"Sioux Falls, SD Metro Area",0.5415617128463476,0.022693331510457472,1826.669952344236,0.0,859052.8767536022
"Springfield, MA Metro Area",0.7531486146095717,0.016826788968523094,1466.8738389241028,0.0,729914.8124168462
"State College, PA Metro Area",0.6120906801007556,0.014427998429274133,1029.688976887623,0.0,556473.611384083
"Syracuse, NY Metro Area",0.9118387909319899,0.02184480854419076,1654.145270780117,0.0,684699.762656554
"Tampa-St. Petersburg-Clearwater, FL Metro Area",1.614609571788413,0.08729947361938295,2127.093736716448,0.002557056713227998,1156296.2020925719
"Trenton, NJ Metro Area",0.6272040302267002,0.014079767602493604,1914.199381513522,0.0,915659.3533954263
"Tucson, AZ Metro Area",1.234256926952141,0.04660458741751002,1907.5280625212529,0.0,990328.0514164773
"Tulsa, OK Metro Area",1.0780856423173804,0.05920086051992622,2172.4791090186686,0.0,1180768.9700891979
"Tyler, TX Metro Area",0.47858942065491183,0.025599681999424074,1399.6103212400312,0.0,815015.489438339
"Utica-Rome, NY Metro Area",0.5566750629722922,0.012168126823764752,1176.8784330344308,0.0,530663.2172335158
"Victoria, TX Metro Area",0.26448362720403024,0.009439141720450597,852.981093028243,0.0,504057.4619339263
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1.579345088161209,0.07363542390782774,2129.38749787071,0.0,1133171.853087338
"Waco, TX Metro Area",0.5415617128463476,0.02054538172507518,1296.0120833742858,0.0,632963.3553860284
"Walla Walla, WA Metro Area",0.2770780856423174,0.006986753705866373,722.671256632319,0.0,401323.3470160155
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",1.7707808564231737,0.14230623407298418,2313.6319492075904,0.05063862809454749,1337395.0848777136
"Wichita, KS Metro Area",0.8387909319899244,0.032532823336362565,1918.268415306198,0.0,962408.3853272521
"Wichita Falls, TX Metro Area",0.6876574307304786,0.01688966398457162,1106.0008674039534,0.0,642736.3462056353
"Youngstown-Warren-Boardman, OH-PA Metro Area",0.7808564231738035,0.018852050922399086,1648.1712840415446,0.0,715775.5209299217
Outside Metro Area within U.S. or Puerto Rico,1.977329974811083,0.6180783692960843,2575.9883244185153,0.9470269445080529,1952651.8549996715
Africa,0.8161209068010076,2.0481486157030757e-127,1986.2001526869726,0.0,0.0
Asia,0.9697732997481108,2.0481486157030757e-127,2559.9865001629373,0.0,0.0
Central America,0.9168765743073047,2.0481486157030757e-127,2437.9107829139866,0.0,0.0
Europe,0.9596977329974811,2.0481486157030757e-127,2393.8330803896597,0.0,0.0
Northern America,0.7758186397984886,2.0481486157030757e-127,1754.9723791651263,0.0,0.0
Oceania and At Sea,0.6146095717884131,2.0481486157030757e-127,1405.264502543668,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",0.9445843828715365,0.03413062042514639,1823.1566955500173,0.00246164414930158,907210.3305909077
"Aguadilla-Isabela, PR Metro Area",0.3047858942065491,0.0026337557186617384,688.2633230815578,0.0,260729.36631597916
"Arecibo, PR Metro Area",0.2040302267002519,0.0005256999384053051,662.5269400222501,0.0,232370.5986735716
"Barnstable Town, MA Metro Area",0.4080604534005038,0.005871973502972349,1413.4118054320484,0.0,512265.33980597596
"Guayama, PR Metro Area",0.13602015113350124,0.0005077903040015112,569.6025130336434,0.0,141830.53859985457
"Hartford-West Hartford-East Hartford, CT Metro Area",0.9571788413098237,0.025100263228128902,1579.7984540320872,0.004974174999363917,692837.9143705586
"Lebanon, PA Metro Area",0.35012594458438284,0.004133041120097819,550.9292351978315,0.0,279442.66353856114
"Manchester-Nashua, NH Metro Area",0.6397984886649873,0.020432913912968375,1737.0228046596678,0.0,775318.7038436949
"Mayagüez, PR Metro Area",0.1964735516372796,0.0015463482853330503,376.4580686788571,0.0,226981.3174694736
"Milwaukee-Waukesha-West Allis, WI Metro Area",1.18639798488665,0.04600450842045928,1981.1831060747459,0.007397654123094929,1025284.3455546979
"New Haven-Milford, CT Metro Area",0.8564231738035264,0.017052433984533648,1340.9301973505649,0.0,651722.6126042879
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1.5642317380352644,0.08187572693271399,2202.504258312465,0.030442968730122383,1152078.6581387515
"Ponce, PR Metro Area",0.38287153652392947,0.004487281917591208,803.6122810968714,0.0,279176.6906265877
"Reading, PA Metro Area",0.5894206549118388,0.010534326823372,1304.0084119929875,0.0,655797.6575226428
"Rochester, NY Metro Area",1.035264483627204,0.039636951301755874,1820.92190586782,0.0,975694.0650984748
"Salinas, CA Metro Area",0.7732997481108312,0.013625307996903972,943.4066614787833,0.0,417310.188293708
"San Germán, PR Metro Area",0.1712846347607053,0.00029407099715979,491.3463321958775,0.0,113780.31211303305
"San Juan-Carolina-Caguas, PR Metro Area",0.8790931989924433,0.010991376094755404,1580.9697592002335,0.024845431646439205,465143.93913263717
"Sheboygan, WI Metro Area",0.33249370277078083,0.005839735471506337,707.8052587004518,0.0,366970.651631733
"Tallahassee, FL Metro Area",0.7758186397984886,0.027185351205849896,1489.969984092882,0.0,785648.5112728699
"Vineland-Bridgeton, NJ Metro Area",0.2695214105793451,0.0039629303748053004,1038.9332282644675,0.0,477833.53353041457
"Wilmington, NC Metro Area",0.6397984886649873,0.017412409531114673,1326.4136362761424,0.0,654049.9188442416
"Worcester, MA-CT Metro Area",0.760705289672544,0.019791878921101784,1820.7399207635071,0.0,866993.1285514298
Caribbean,0.7153652392947103,2.0481486157030757e-127,2259.4702850630624,0.0,0.0
South America,0.7556675062972292,2.0481486157030757e-127,2131.9681085627276,0.0,0.0
"Albany, OR Metro Area",0.2947103274559194,0.005001025474887786,862.3045107752504,0.0,316480.4548379762
"Akron, OH Metro Area",0.8085642317380353,0.018502791832843167,1558.7291286317475,0.0,767584.1340019004
"Altoona, PA Metro Area",0.30730478589420657,0.00445774869299984,718.5920746458775,0.0,289274.80140272167
"Ann Arbor, MI Metro Area",0.8866498740554156,0.024162589601522746,1807.9987955753336,0.0,914237.2138434479
"Asheville, NC Metro Area",0.836272040302267,0.026536303843312528,1513.6658408157127,0.0,841357.9026727886
"Athens-Clarke County, GA Metro Area",0.6397984886649873,0.02097305675453233,1486.8618591027969,0.0,897688.2913657693
"Auburn-Opelika, AL Metro Area",0.5541561712846348,0.017584203414261965,1063.5024508310212,0.0,700061.0612369678
"Bismarck, ND Metro Area",0.41561712846347604,0.014542363786833108,1264.820368774902,0.0,682024.9781193829
"Blacksburg-Christiansburg-Radford, VA Metro Area",0.5743073047858942,0.014255570899553791,1080.7868413510832,0.0,709486.5100249047
"Bloomington, IL Metro Area",0.5642317380352645,0.013931202492420303,1072.0549900597257,0.0,734781.368271042
"Bloomsburg-Berwick, PA Metro Area",0.30730478589420657,0.004870287589278413,882.640088245658,0.0,293544.56254478614
"Boulder, CO Metro Area",0.871536523929471,0.022906600974589526,1809.4889211419656,0.0,862068.8669156091
"Bridgeport-Stamford-Norwalk, CT Metro Area",0.8312342569269521,0.02584190282458423,1773.8274946680065,0.0003116810421596316,970499.5232205985
"Burlington-South Burlington, VT Metro Area",0.6020151133501259,0.01630960866401094,1298.2266554859973,0.0,690531.3427816583
"California-Lexington Park, MD Metro Area",0.35516372795969775,0.006341066471422672,875.4254523106471,0.0,533239.2094202588
"Canton-Massillon, OH Metro Area",0.5894206549118388,0.017412852785686706,1442.551515359706,0.0,719660.5555477521
"Cape Coral-Fort Myers, FL Metro Area",1.057934508816121,0.030800941225705647,1453.3884997854245,0.00246164414930158,749442.6520263609
"Carbondale-Marion, IL Metro Area",0.4458438287153652,0.01584129011661951,1325.696709481573,0.0,670118.1904945367
"Champaign-Urbana, IL Metro Area",0.6851385390428212,0.020604024676879377,1520.8962473157721,0.0,896487.0491839922
"Charleston, WV Metro Area",0.5188916876574308,0.010680106670015002,1230.7522915151237,0.0,552227.9355470297
"Cincinnati, OH-KY-IN Metro Area",1.3047858942065491,0.06424928785009207,2153.6466567719667,0.0,1173099.712710705
"Columbus, OH Metro Area",1.292191435768262,0.08707231416818095,2258.7687703722154,0.0,1306825.2091077182
"Corvallis, OR Metro Area",0.43828715365239296,0.007731406469454715,1074.1074337444293,0.0,520452.92345373734
"Decatur, IL Metro Area",0.32997481108312343,0.006114253615484899,953.7887765818483,0.0,357860.8874938249
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1.0377833753148615,0.02587959706486618,1429.2881796795582,0.0,698973.3553328445
"Des Moines-West Des Moines, IA Metro Area",0.8312342569269521,0.041781736870848046,1907.2238856386948,0.0,1071427.3517446218
"Erie, PA Metro Area",0.6448362720403022,0.014525961988676873,1297.6723914971146,0.0,641726.7761610396
"Flint, MI Metro Area",0.6448362720403022,0.013058555212260275,1570.491543198676,0.0,709473.6993643373
"Florence-Muscle Shoals, AL Metro Area",0.3148614609571788,0.007892795556926515,1101.8925779662138,0.0,463604.8755256079
"Fort Collins, CO Metro Area",0.8639798488664987,0.025750378690828406,1450.294460098845,0.0,767650.4091487912
"Grand Island, NE Metro Area",0.2619647355163728,0.008104199525910828,1027.4930327235888,0.0,478420.887632268
"Green Bay, WI Metro Area",0.5314861460957179,0.011980533170587079,1471.0097805245996,0.0,565261.0443472452
"Hagerstown-Martinsburg, MD-WV Metro Area",0.544080604534005,0.010984714169582258,1267.2821909386166,0.0,749554.4849894195
"Homosassa Springs, FL Metro Area",0.47103274559193953,0.006395579769421418,802.6005760528743,0.0,386777.1060743859
"Huntington-Ashland, WV-KY-OH Metro Area",0.6272040302267002,0.016762505823285704,1650.610529069469,0.0,728467.2638760981
"Johnstown, PA Metro Area",0.42065491183879095,0.007592351995498252,1023.7494424425637,0.0,443503.6261517049
"Kalamazoo-Portage, MI Metro Area",0.6372795969773299,0.01891667603184625,1501.7458170187667,6.360837595094522e-06,706699.7478989848
"Lakeland-Winter Haven, FL Metro Area",0.9899244332493703,0.026093705316889298,1514.110525515704,0.0,738367.0602477121
"Lancaster, PA Metro Area",0.6750629722921914,0.009888001242913991,1105.7062521496218,0.0024934483372770527,582276.226973357
"Lansing-East Lansing, MI Metro Area",0.853904282115869,0.02954159355476152,1685.4092277571947,0.0,865162.2487756816
"Lexington-Fayette, KY Metro Area",0.9345088161209067,0.046016112812544474,2031.3390077291513,0.0,1102305.747557705
"Lima, OH Metro Area",0.35768261964735515,0.011360318500384351,1176.9840130878065,0.0,593382.1286962815
"Longview, WA Metro Area",0.2720403022670025,0.005493654470017111,982.2470499766335,0.0,370148.71133989765
"Louisville/Jefferson County, KY-IN Metro Area",1.1788413098236776,0.04491995857681837,2090.3971149752065,0.0,1069659.799800687
"Madison, WI Metro Area",0.906801007556675,0.03960923896029604,1937.0045855235883,0.0,995262.1454777541
"Mankato-North Mankato, MN Metro Area",0.3425692695214106,0.013036316108916656,1187.1690010425446,0.0,596152.2883492502
"Mansfield, OH Metro Area",0.28463476070528965,0.011253788380360499,1452.3590970752177,0.0,581448.956354833
"Midland, MI Metro Area",0.3350125944584383,0.0061941501465174464,777.9223642317658,0.0,381212.6776456809
"Monroe, MI Metro Area",0.34760705289672544,0.005273552227577416,969.9334513446804,0.0,501519.43861498806
"Morgantown, WV Metro Area",0.6045340050377833,0.012177678820402113,1193.743371281897,0.0,551877.3102856114
"Muncie, IN Metro Area",0.4005037783375315,0.014759235580168596,1174.0792692837558,0.0,650352.3431592181
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",0.871536523929471,0.025512729488757685,1670.281468831526,0.0,793266.2782628865
"Naples-Immokalee-Marco Island, FL Metro Area",0.7707808564231737,0.016134459138021254,1063.5131560349214,0.0,530539.4058724709
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1.415617128463476,0.08188337285034263,2216.0558782350777,0.0,1263371.2141588887
"New Orleans-Metairie, LA Metro Area",1.052896725440806,0.03544823689151102,1825.1134788995782,0.0025252525252525255,848382.5203948936
"North Port-Sarasota-Bradenton, FL Metro Area",1.105793450881612,0.032095192917062636,1483.6756236434765,0.00246164414930158,769813.1906200399
"Norwich-New London, CT Metro Area",0.6372795969773299,0.008548784454526882,959.0717784348744,0.0,401583.5814736567
"Parkersburg-Vienna, WV Metro Area",0.28211586901763225,0.005872487161475268,1183.3923974306663,0.0,387500.7887549909
"Pittsburgh, PA Metro Area",1.380352644836272,0.05531307063466116,2104.0551861018707,0.0,1092374.8860760657
"Portland-South Portland, ME Metro Area",0.8413098236775819,0.02924128511508539,1599.3232530937114,0.0,898175.9355352919
"Port St. Lucie, FL Metro Area",0.7909319899244333,0.020105176222821923,1421.5159294120792,0.002506170012467242,752034.5467071235
"Provo-Orem, UT Metro Area",0.9345088161209067,0.034563845195707155,1544.1421682548319,0.0,882224.6417710995
"Punta Gorda, FL Metro Area",0.5289672544080605,0.01208349526962376,993.4723385664518,0.0,510409.72672646056
"Richmond, VA Metro Area",1.1360201511335013,0.05000695691977306,1897.7795051935382,0.0,980163.8558132198
"Roanoke, VA Metro Area",0.5894206549118388,0.013787874683417982,1056.5429313165844,0.0,594904.6799081443
"Rockford, IL Metro Area",0.5894206549118388,0.011700304677155242,1499.2170625443077,0.0,654323.1752887274
"San Francisco-Oakland-Hayward, CA Metro Area",1.4609571788413098,0.09377627992411693,2063.9783460849844,0.030080400987201997,1025879.4109773163
"Santa Maria-Santa Barbara, CA Metro Area",0.7052896725440806,0.01743458169929286,1347.001061721164,0.0,689595.2636252928
"Savannah, GA Metro Area",0.9496221662468514,0.025151670567915,1587.9409431503034,0.0,770461.0508862975
"Sierra Vista-Douglas, AZ Metro Area",0.6423173803526449,0.010063575462658878,986.0625123138128,0.0,557708.0459929652
"South Bend-Mishawaka, IN-MI Metro Area",0.7002518891687657,0.015031786210066489,1043.2572560861583,1.2721675190189045e-05,599631.2649130301
"Springfield, OH Metro Area",0.36775818639798485,0.0069466699831278724,901.6504287525494,0.0,383946.8227993871
"Terre Haute, IN Metro Area",0.5239294710327456,0.011732961131823696,1212.3635959204687,0.0,566816.5017351519
"Texarkana, TX-AR Metro Area",0.3879093198992443,0.012994436785400413,1032.3275193464399,0.0,613441.9082814615
"Toledo, OH Metro Area",0.8085642317380353,0.03137706427198882,1830.2446951958357,0.0,950903.2735101968
"Urban Honolulu, HI Metro Area",1.2846347607052897,0.03793230494641199,1807.3337323396693,0.0,851233.1571931764
"Watertown-Fort Drum, NY Metro Area",0.7355163727959697,0.013615405628642161,1148.9480753785137,0.0,591356.2241363934
"Weirton-Steubenville, WV-OH Metro Area",0.42317380352644834,0.00618826135355865,530.7272819896908,0.0,365541.8675849449
"Wheeling, WV-OH Metro Area",0.35768261964735515,0.007398968161853378,856.3353089613848,0.0,439305.9950880974
"Winchester, VA-WV Metro Area",0.41309823677581864,0.006364717230976266,936.0951187132349,0.0,419706.59282143076
"York-Hanover, PA Metro Area",0.690176322418136,0.009019580176695838,891.9178923728547,0.004974174999363917,544857.1626481849
U.S. Island Areas,0.4634760705289672,2.0481486157030757e-127,934.3765289160061,0.0,0.0
"Alexandria, LA Metro Area",0.34005037783375314,0.008318283305163505,1006.6438778059564,0.0,477973.3273923922
"Albany, GA Metro Area",0.4030226700251889,0.011777154036511249,1171.0827963003492,0.0,543025.0837384274
"Anniston-Oxford-Jacksonville, AL Metro Area",0.33249370277078083,0.012576217423293299,1081.4311295139582,0.0,607121.4465768149
"Augusta-Richmond County, GA-SC Metro Area",1.0050377833753148,0.026583634940693684,1676.2311247997256,0.0,773866.440324402
"Bay City, MI Metro Area",0.25692695214105793,0.005327834764556311,916.639160355154,0.0,367879.64072109625
"Brunswick, GA Metro Area",0.3879093198992443,0.008845484198184471,915.0111346836218,0.0,447714.93618473766
"Cape Girardeau, MO-IL Metro Area",0.29219143576826195,0.011400629484821644,1255.98722474149,0.0,579774.9848550619
"Chattanooga, TN-GA Metro Area",0.7909319899244333,0.02372061908901405,1702.4777044842215,0.0,788068.5198911353
"Columbus, GA-AL Metro Area",1.0050377833753148,0.02681014425101656,1592.2155939691045,0.0,793361.1326132824
"Crestview-Fort Walton Beach-Destin, FL Metro Area",0.8916876574307304,0.01630165040334304,1340.5778059842135,0.0,593905.5997548734
"Dalton, GA Metro Area",0.2972292191435768,0.005868412703954916,744.8288648054714,0.0,337724.24250744516
"Dothan, AL Metro Area",0.48614609571788414,0.01044361280440876,1409.29536764057,0.0,569577.0923348174
"Florence, SC Metro Area",0.4105793450881612,0.008797240143616533,1072.6288583295773,0.0,476369.5925440086
"Goldsboro, NC Metro Area",0.44080604534005036,0.010352118606687158,1216.6735359719287,0.0,525582.9368835753
"Greenville-Anderson-Mauldin, SC Metro Area",1.0277078085642317,0.037443068809666344,1836.224823864994,0.0025188916876574307,959117.9615246463
